record_role,schema_version,as_of,source_authorities,path,url,wordpress_type,content_kind,final_disposition,content_state,revision_scope,revision_id,revision_digest,revision_review_decision,semantic_review_status,target_mapping_status,delivery_status,dev_execution_handoff_id,dev_draft_post_id,robot_ready,blocker_codes,next_action
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategorie-bazy-wiedzy/szkolenia-i-rozwoj,https://ekologus.dev.proudsite.pl/kategorie-bazy-wiedzy/szkolenia-i-rozwoj,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kategorie-bazy-wiedzy/wydarzenia,https://ekologus.dev.proudsite.pl/kategorie-bazy-wiedzy/wydarzenia,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kiedy-niezbedne-jest-posiadanie-pozwolenia-wodnoprawnego,https://ekologus.dev.proudsite.pl/kiedy-niezbedne-jest-posiadanie-pozwolenia-wodnoprawnego,post,editorial,noindex,not_required,historical,content_revision_3b422f2029284ceaa2a4b0f52a7f763b,e7540199a2d542fc18de7544a0dba7d96597ded1d9bf94200c959620467e6696,needs_changes,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kip-w-praktyce-inwestycyjnej-najczestsze-bledy-i-ich-konsekwencje,https://ekologus.dev.proudsite.pl/kip-w-praktyce-inwestycyjnej-najczestsze-bledy-i-ich-konsekwencje,post,editorial,keep,written_approved,current,content_revision_b19dcd1c79ae4a6abb00777b3ad795dc,9e1c6ae81471aa9da0994d6135cc8ce78f9de6bd6def26b19d231bc4a0c206dc,approved,zero_findings,,candidate_blocked,,,false,cta_target_verification_required;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,confirm_exact_target_mapping
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kompetencje-przyszlosci-w-ochronie-srodowiska-dlaczego-warto-inwestowac-w-szkolenia,https://ekologus.dev.proudsite.pl/kompetencje-przyszlosci-w-ochronie-srodowiska-dlaczego-warto-inwestowac-w-szkolenia,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_guarantee;content_flag_historic_date;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kontakt,https://ekologus.dev.proudsite.pl/kontakt,page,landing_or_hub,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,acf_mapping_observation_only;content_flag_guarantee;cta_target_verification_required;current_revision_missing;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;product_sales_scope_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/kto-powinien-wnosic-oplaty-za-korzystanie-ze-srodowiska-i-skladac-informacje,https://ekologus.dev.proudsite.pl/kto-powinien-wnosic-oplaty-za-korzystanie-ze-srodowiska-i-skladac-informacje,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/magazynowanie-odpadow-skladowanie,https://ekologus.dev.proudsite.pl/magazynowanie-odpadow-skladowanie,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/magazynowanie-odpadow-wg-nowych-przepisow,https://ekologus.dev.proudsite.pl/magazynowanie-odpadow-wg-nowych-przepisow,post,editorial,noindex,not_required,historical,content_revision_52a9046e09224f569fff9a6201d5bc3b,c034c13218a79c24ac6e7a3a2d85e0d6259152d3f4d59eba813631f0292da8af,approved,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/model-systemu-zarzadzania-energia-wg-iso-500012011,https://ekologus.dev.proudsite.pl/model-systemu-zarzadzania-energia-wg-iso-500012011,post,editorial,noindex,not_required,historical,content_revision_78513cf1e9ca4cee98a1dc68c75f1d2a,eb54fc2dfc094deedec07aa0859880e53accd70829935ca28e9b77374c2b80d5,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/na-jakie-wymogi-prawne-zwiazane-ze-srodowiskiem-przygotowac-sie-w-2026,https://ekologus.dev.proudsite.pl/na-jakie-wymogi-prawne-zwiazane-ze-srodowiskiem-przygotowac-sie-w-2026,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_guarantee;content_flag_historic_date;content_flag_product_scope;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/nabor-na-projekty-goz-mazowsze,https://ekologus.dev.proudsite.pl/nabor-na-projekty-goz-mazowsze,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/nagroda-eko-innowator-2024-dla-ekologus,https://ekologus.dev.proudsite.pl/nagroda-eko-innowator-2024-dla-ekologus,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_historic_date;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/najistotniejsze-zmiany-prawne-w-ustawie-o-udostepnianiu-informacji-o-srodowisku-i-jego-ochronie-udziale-spoleczenstwa-w-ochronie-srodowiska-oraz-o-ocenach-oddzialywania-na-srodowisko,https://ekologus.dev.proudsite.pl/najistotniejsze-zmiany-prawne-w-ustawie-o-udostepnianiu-informacji-o-srodowisku-i-jego-ochronie-udziale-spoleczenstwa-w-ochronie-srodowiska-oraz-o-ocenach-oddzialywania-na-srodowisko,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/nie-zapomnij-o-pozwoleniu-zintegrowanym,https://ekologus.dev.proudsite.pl/nie-zapomnij-o-pozwoleniu-zintegrowanym,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/nota-prawna,https://ekologus.dev.proudsite.pl/nota-prawna,page,landing_or_hub,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_guarantee;content_flag_historic_date;content_flag_product_scope;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/nowe-inwestycje-w-przedsiebiorstwie-brak-wspolpracy-sluzb-ds-rozwoju-ze-sluzbami-ochrony-srodowiska,https://ekologus.dev.proudsite.pl/nowe-inwestycje-w-przedsiebiorstwie-brak-wspolpracy-sluzb-ds-rozwoju-ze-sluzbami-ochrony-srodowiska,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_historic_date;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/nowe-obowiazki-ied-dla-instalacji-ippc,https://ekologus.dev.proudsite.pl/nowe-obowiazki-ied-dla-instalacji-ippc,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/nowe-rozporzadzenia-do-ustawy-o-odpadach-ze-szczegolnym-uwzglednieniem-przepisow-dotyczacych-magazynowania-odpadow,https://ekologus.dev.proudsite.pl/nowe-rozporzadzenia-do-ustawy-o-odpadach-ze-szczegolnym-uwzglednieniem-przepisow-dotyczacych-magazynowania-odpadow,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/nowe-zasady-ustalania-oplat-za-uslugi-wodne,https://ekologus.dev.proudsite.pl/nowe-zasady-ustalania-oplat-za-uslugi-wodne,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/nowy-system-zarzadzania-odpadami-komunalnymi-w-polsce-dobrodziejstwo-czy-problemy,https://ekologus.dev.proudsite.pl/nowy-system-zarzadzania-odpadami-komunalnymi-w-polsce-dobrodziejstwo-czy-problemy,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/o-firmie,https://ekologus.dev.proudsite.pl/o-firmie,page,landing_or_hub,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,acf_mapping_observation_only;content_flag_guarantee;cta_target_verification_required;current_revision_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/o-firmie/kariera,https://ekologus.dev.proudsite.pl/o-firmie/kariera,page,landing_or_hub,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,acf_mapping_observation_only;cta_target_verification_required;current_revision_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/obowiazki-finansowe-i-srodowiskowe-w-czerwcu-kluczowe-terminy-dla-przedsiebiorcow,https://ekologus.dev.proudsite.pl/obowiazki-finansowe-i-srodowiskowe-w-czerwcu-kluczowe-terminy-dla-przedsiebiorcow,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/obowiazki-pomiarowe-instalacji-wymagajacej-pozwolenia-zintegrowanego-tzw-instalacji-ippc-emisje-pylow-i-gazow-halas-oraz-badania-gleby-ziemi-i-wod-gruntowych,https://ekologus.dev.proudsite.pl/obowiazki-pomiarowe-instalacji-wymagajacej-pozwolenia-zintegrowanego-tzw-instalacji-ippc-emisje-pylow-i-gazow-halas-oraz-badania-gleby-ziemi-i-wod-gruntowych,post,editorial,keep,written_approved,current,content_revision_70852774c1d646df859e4a7e52e173c9,80d1931e2fffac5e2f2cea9d373f4ce5ad55bd81fd3c929e6edeb45e3200ff14,approved,zero_findings,,dev_draft_verified,wordpress_draft_handoff_content_work_item_content_decision_https___www_ekologus_pl_obowiazki_pomiarowe_instalacji_wymagajacej_pozwolenia_zi_content_revision_70852774c1d646df859e4a7e52e173c9,1995,false,,confirm_exact_target_mapping
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/obowiazki-przedsiebiorcow-prowadzacych-skladowiska-odpadow-w-swietle-obowiazujacych-przepisow,https://ekologus.dev.proudsite.pl/obowiazki-przedsiebiorcow-prowadzacych-skladowiska-odpadow-w-swietle-obowiazujacych-przepisow,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/obowiazki-przedsiebiorstw-w-zakresie-rozporzadzenia-reach-i-clp-ze-szczegolnym-uwzglednieniem-zmian-w-kartach-charakterystyki,https://ekologus.dev.proudsite.pl/obowiazki-przedsiebiorstw-w-zakresie-rozporzadzenia-reach-i-clp-ze-szczegolnym-uwzglednieniem-zmian-w-kartach-charakterystyki,post,editorial,keep,written_approved,current,content_revision_e5b3a97596c342c1bdf6004d176a6675,c054ab403ec94177bde7f9615242a0653f1013d5110eb53bbd72d40302136d3a,approved,unavailable,confirmed_the_content,blocked_review_and_target_unavailable,,,false,semantic_review_work_item_unavailable;target_unavailable,restore_gated_work_item_then_semantic_review_and_dev_readback
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/obowiazkowe-pomiary-stezenia-radonu-co-powinien-wiedziec-pracodawca,https://ekologus.dev.proudsite.pl/obowiazkowe-pomiary-stezenia-radonu-co-powinien-wiedziec-pracodawca,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/obszary-dzialania/doradztwo-ekologiczne,https://ekologus.dev.proudsite.pl/obszary-dzialania/doradztwo-ekologiczne,,taxonomy_or_system,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/obszary-dzialania/gospodarka-wodno-sciekowa,https://ekologus.dev.proudsite.pl/obszary-dzialania/gospodarka-wodno-sciekowa,,taxonomy_or_system,remove,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_remove,execute_remove_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/ocena-wplywu-projektow-na-srodowisko,https://ekologus.dev.proudsite.pl/ocena-wplywu-projektow-na-srodowisko,post,editorial,keep,written_approved,current,content_revision_fefc92d17dca4d5eaad590c3104eb260,56dd164a80b76cd3d4a9973a043b4e890feede22e1bfed343c54d4da5fa0f724,approved,zero_findings,,candidate_blocked,,,false,content_flag_guarantee;cta_target_verification_required;current_context_rebase_required;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;runtime_revision_historical_plan;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,confirm_exact_target_mapping
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/ochrona-srodowiska-w-procesie-inwestycyjnym-z-uwzglednieniem-zmian-prawnych-dotyczacych-ocen-oddzialywania-na-srodowisko,https://ekologus.dev.proudsite.pl/ochrona-srodowiska-w-procesie-inwestycyjnym-z-uwzglednieniem-zmian-prawnych-dotyczacych-ocen-oddzialywania-na-srodowisko,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/odeszla-wyjatkowa-osoba-wybitny-ekspert-ekologusa-pani-elzbieta-chrobak,https://ekologus.dev.proudsite.pl/odeszla-wyjatkowa-osoba-wybitny-ekspert-ekologusa-pani-elzbieta-chrobak,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/odpowiedz-eksperta-dodatkowa-etykieta-na-pustych-pojemnikach-kod-odpadu-15-01-10,https://ekologus.dev.proudsite.pl/odpowiedz-eksperta-dodatkowa-etykieta-na-pustych-pojemnikach-kod-odpadu-15-01-10,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/odpowiedz-eksperta-oplaty-za-uslugi-wodne-za-odprowadzanie-wod-opadowych-i-zmniejszenie-naturalnej-retencji,https://ekologus.dev.proudsite.pl/odpowiedz-eksperta-oplaty-za-uslugi-wodne-za-odprowadzanie-wod-opadowych-i-zmniejszenie-naturalnej-retencji,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/odpowiedz-eksperta-z-zakresu-prawa-wodnego,https://ekologus.dev.proudsite.pl/odpowiedz-eksperta-z-zakresu-prawa-wodnego,post,editorial,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/odpowiedzialnosc-prawna-pracodawcy-za-bhp-i-ochrone-srodowiska,https://ekologus.dev.proudsite.pl/odpowiedzialnosc-prawna-pracodawcy-za-bhp-i-ochrone-srodowiska,post,editorial,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,content_flag_guarantee;cta_target_verification_required;current_revision_missing;current_work_item_missing;gsc_query_metric_context_absent;internal_link_verification_required;no_exact_gsc_page_facts;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta,https://ekologus.dev.proudsite.pl/oferta,,service,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/audyty-systemow-zarzadzania,https://ekologus.dev.proudsite.pl/oferta/audyty-systemow-zarzadzania,uslugi,service,keep,not_written,none,,,,not_generated,,candidate_blocked,,,false,acf_mapping_observation_only;content_flag_guarantee;cta_target_verification_required;current_revision_missing;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;seo_meta_owner_mapping_missing;source_claim_review_required;target_mapping_confirmation_required;target_mapping_observation_only;unknown_service_card;update_only_readback_contract_missing,prepare_evidence_bound_revision
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/audyty-systemow-zarzadzania/przeglad-spelniania-wymagan-srodowiskowych,https://ekologus.dev.proudsite.pl/oferta/audyty-systemow-zarzadzania/przeglad-spelniania-wymagan-srodowiskowych,uslugi,service,redirect,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_redirect,execute_redirect_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/bhp-i-p-poz,https://ekologus.dev.proudsite.pl/oferta/bhp-i-p-poz,uslugi,service,keep,not_written,historical,content_revision_79bd2e75f0a1443cacda72877b584976,0fd05dbd4317fa1f04b0cdee61e20031088909f012de9c1419340551a5d6c123,,not_generated,,candidate_blocked,,,false,acf_mapping_observation_only;content_flag_guarantee;cta_target_verification_required;current_context_rebase_required;current_revision_missing;historical_revision_not_reusable;internal_link_verification_required;owner_review_required;page_asset_owner_review_required;refresh_preparation_service_unavailable;runtime_revision_historical_plan;seo_meta_owner_mapping_missing;service_binding_missing;source_claim_review_required;source_pack_work_item_binding_unverified;target_mapping_confirmation_required;target_mapping_observation_only;typed_target_context_absent;unknown_service_card;update_only_readback_contract_missing;work_item_identity_fork,complete_approved_service_card_lineage_then_refresh_preparation
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/bhp-i-p-poz/bezpieczenstwo-zakladu-ekspertyzy-i-szkolenia-bhp-ppoz,https://ekologus.dev.proudsite.pl/oferta/bhp-i-p-poz/bezpieczenstwo-zakladu-ekspertyzy-i-szkolenia-bhp-ppoz,uslugi,service,redirect,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_redirect,execute_redirect_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/bhp-i-p-poz/outsourcing-srodowiskowy-stala-obsluga,https://ekologus.dev.proudsite.pl/oferta/bhp-i-p-poz/outsourcing-srodowiskowy-stala-obsluga,uslugi,service,redirect,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_redirect,execute_redirect_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/bhp-i-p-poz/sprawozdawczosc-srodowiskowa,https://ekologus.dev.proudsite.pl/oferta/bhp-i-p-poz/sprawozdawczosc-srodowiskowa,uslugi,service,redirect,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_redirect,execute_redirect_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/bhp-i-p-poz/sprzedaz-sorbentow-zestawow-awaryjnych-produktow-do-zachowania-porzadku-i-bezpieczenstwa-na-zakladzie,https://ekologus.dev.proudsite.pl/oferta/bhp-i-p-poz/sprzedaz-sorbentow-zestawow-awaryjnych-produktow-do-zachowania-porzadku-i-bezpieczenstwa-na-zakladzie,uslugi,service,redirect,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_redirect,execute_redirect_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/doradztwo-i-outsourcing-ekologiczny,https://ekologus.dev.proudsite.pl/oferta/doradztwo-i-outsourcing-ekologiczny,uslugi,service,keep,written_approved,current,content_revision_44983ceffcce4bc2969c8a35b56599a3,b69f600103d3112bce76f08d6592af9338f956673333982dfa091eac0fb92539,approved,zero_findings,acf_mapping_blocked,acf_mapping_blocked,,,false,acf_mapping_blocked,confirm_exact_target_mapping
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/doradztwo-i-outsourcing-ekologiczny/doradztwo-w-procesie-inwestycyjnym,https://ekologus.dev.proudsite.pl/oferta/doradztwo-i-outsourcing-ekologiczny/doradztwo-w-procesie-inwestycyjnym,uslugi,service,redirect,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_redirect,execute_redirect_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/doradztwo-i-outsourcing-ekologiczny/doradztwo-w-przypadku-stwierdzenia-szkody-w-srodowisku,https://ekologus.dev.proudsite.pl/oferta/doradztwo-i-outsourcing-ekologiczny/doradztwo-w-przypadku-stwierdzenia-szkody-w-srodowisku,uslugi,service,redirect,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_redirect,execute_redirect_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/doradztwo-i-outsourcing-ekologiczny/konsultacje-eksperckie-w-zakresie-prawa-ochrony-srodowiska,https://ekologus.dev.proudsite.pl/oferta/doradztwo-i-outsourcing-ekologiczny/konsultacje-eksperckie-w-zakresie-prawa-ochrony-srodowiska,uslugi,service,redirect,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_redirect,execute_redirect_policy
current_state,content_status_214_v1,2026-09-10T12:00:00+02:00,WILQ SQLite;canonical content ledger;dev execution readback;dev sitemap inventory,/oferta/oferta-pomiary-emisji,https://ekologus.dev.proudsite.pl/oferta/oferta-pomiary-emisji,uslugi,service,noindex,not_required,none,,,,not_required,,audit_only_no_content,,,false,non_survivor_noindex,execute_noindex_policy
